help,you,token_hash,1
marhaba,namo,in,1
token_handle,token_handle,modi,1
y,i,said,2
modi,did,to,1
token_url,good,play,1
former,indian,premier,1
could,not,do,1
india,has,$,2
offers,1,trillion,2
to,help,sahara,9
instead,of,giving,1
out,of,jail,1
token_url,token_handle,the,1
gandhi,&,rahul,1
paies..thats,enough,for,1
abu,dhabi,mosque,1
to,to,congis,1
what,modi,can,1
was,bad,food,2
modi,govt,asking,1
in,lines,token_hash,2
reached,some,understanding,1
uae,see,more,2
token_hash,token_hash,the,1
people,are,craving,1
up,subsidy,token_hash,1
mosque,,,temple,1
token_start,token_hash,token_handle,2
electrifying,atmosphere,token_handle,1
go,free,token_url,1
land,for,temple,1
dubai,can,any,1
token_start,token_hash,token_url,7
better,than,viewing,1
token_url,pathetic,ego-trip,1
arms,token_hash,token_hash,1
to,token_hash,token_hash,1
really,lost,his,1
frustration,token_handle,as,1
narendra,modi,2,1
modi,visits,25,4
day,token_url,pathetic,1
clarified,that,it,2
dhabi,mosque,siculars,1
winning,world,badminton,1
uae,&,sheikh,1
token_start,it,is,1
back,if,indians,1
govt,'s,on,1
streets,unlike,modi,1
returns,back,to,2
any,pay,do,1
last,15,mo,3
visits,25,countries,4
no,pm,visited,2
modi,to,help,9
$,1-trillion,investment,1
it,is,evident,2
lion,roaring,soon,2
masjid,of,dilli,1
in,uae,,,1
has,been,neutralised,2
siculars,please,bring,1
evident,that,india,2
pm,modi,attacks,1
are,craving,to,1
women,in,twitter,1
frustration,by,abusing,1
he,wrapped,around,1
taken,&,g,1
imagine,tweets,of,1
sing,propaganda,h,1
g,token_url,india,1
this,map,and,1
namo,,,a,1
an,example,of,1
existed.now,critics,kn,1
free,token_url,skill,1
token_handle,first,groups,1
have,already,split,1
to,power,token_url,5
token_url,skill,development,1
the,pm,token_handle,1
governments,in,uae,1
will,change,the,1
pay,token_handle,pm,1
promissed,50,lakh,1
modi,token_hash,token_hash,1
outrage,so,early,2
token_start,token_handle,after,1
a,successful,visit,2
dying,in,cross,1
jal,pahunchao,abhiyan,1
guj,token_url,token_handle,1
dynasty,token_handle,imagine,1
lobby,4,arun,1
caused,congress,slams,1
children,begging,on,1
remember,he,wrapped,1
modi,sarkar,is,2
token_handle,both,modi,1
deal,controversial,businessman,1
flag,lalit,modi,1
back,token_url,token_hash,1
do,n't,leave,1
token_url,token_handle,if,1
'train,',thm,1
mosque,in,uae,3
bonanza,returns,back,2
trillion,investments,token_url,1
show,it,as,2
soil,token_url,token_hash,1
jee,must,wear,1
on,parody,accounts,1
token_handle,writes,to,1
on,winning,world,1
waiting,in,lines,2
the,people,yet,1
trillion,investment,potentia,1
token_hash,token_url,dear,1
so,,,modi,1
you,get,back,1
